400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800
0.015763,0.01661,0.015826,0.014521,0.012722,0.010585,0.010058,0.0095323,0.0084051,0.0072784,0.0057989,0.0037721,0.0029477,0.0026637,0.0023762,0.0018891,0.0016639,0.0014273,0.0010633,0.00067634,0.00039323,0.00031546,0.00028806,0.00025842,0.00022974,0.00020686,0.00015482,0.00014172,0.00012597,0.00011229,0.000091641,0.000068095,0.000042764,0.000028816,0.000021456,0.000019219,0.000018333,0.000018348,0.000018022,0.00001939,0.000019824
0.0095677,0.010074,0.0098412,0.009403,0.008572,0.0075478,0.007369,0.0071624,0.0065117,0.005724,0.0045801,0.0030516,0.0024148,0.0021831,0.001953,0.001549,0.0013634,0.0011677,0.00086968,0.00055253,0.00032041,0.00025584,0.0002323,0.00020709,0.00018284,0.00016503,0.00012115,0.000111,0.000097293,0.000087151,0.000071427,0.000053234,0.000033027,0.000022314,0.000016657,0.000014702,0.000014058,0.000014103,0.000013609,0.000014676,0.000015033
0.011929,0.012356,0.011951,0.011276,0.010238,0.0089195,0.0086379,0.008249,0.0073724,0.0065018,0.0052309,0.0034453,0.0027038,0.0024491,0.0021921,0.0017472,0.0015443,0.0013274,0.00099153,0.00063154,0.00036758,0.00029472,0.00026919,0.00024125,0.00021449,0.00019347,0.00014433,0.00013251,0.00011752,0.00010491,0.000085871,0.000063748,0.000039965,0.000026981,0.000020127,0.000017992,0.000017194,0.000017239,0.000016892,0.000018207,0.000018646
0.012547,0.013503,0.013562,0.013268,0.012384,0.011066,0.011003,0.010787,0.0097991,0.0087411,0.0070345,0.0046423,0.0036504,0.0033149,0.0029557,0.002363,0.0020821,0.0017853,0.0013303,0.00084613,0.00049221,0.00039538,0.00036176,0.00032544,0.00029033,0.00026014,0.00019748,0.0001802,0.00016093,0.00014264,0.00011578,0.000085693,0.00005418,0.000036365,0.000026973,0.000024363,0.000023156,0.000023094,0.000022912,0.000024568,0.000025044
0.013225,0.013914,0.013326,0.012498,0.011016,0.0093253,0.0089596,0.0085067,0.0075803,0.0065479,0.0051283,0.003312,0.0025862,0.0023289,0.002076,0.0016441,0.0014463,0.0012377,0.00092074,0.00058449,0.00033901,0.0002711,0.00024658,0.00022026,0.0001949,0.00017576,0.00012984,0.00011884,0.00010456,0.000093675,0.000076609,0.00005708,0.000035547,0.000023996,0.000017899,0.000015871,0.000015165,0.000015202,0.000014751,0.000015896,0.000016272
0.012482,0.013399,0.013222,0.012566,0.011373,0.0097526,0.009395,0.008998,0.0080225,0.007002,0.0056189,0.0036766,0.0028775,0.0025984,0.0023167,0.0018397,0.0016184,0.0013864,0.0010315,0.00065525,0.00038036,0.00030446,0.00027734,0.00024816,0.00022001,0.00019788,0.00014733,0.00013469,0.00011929,0.00010624,0.000086626,0.000064307,0.00004022,0.000027074,0.00002014,0.000017951,0.000017107,0.000017105,0.000016702,0.000017952,0.000018334
0.01278,0.013701,0.013545,0.012929,0.011604,0.010085,0.0096367,0.0091251,0.0082433,0.0072635,0.0057998,0.0037915,0.0029801,0.0027051,0.002423,0.0019384,0.0017138,0.0014743,0.0011025,0.00070292,0.00041002,0.00032989,0.00030193,0.00027158,0.00024211,0.00021827,0.00016454,0.0001505,0.00013383,0.00011995,0.000098083,0.000073044,0.000046103,0.000031105,0.000023188,0.000020889,0.000019951,0.000019991,0.000019769,0.000021297,0.000021804
0.010928,0.011291,0.01084,0.010125,0.0089127,0.0077618,0.007359,0.0069404,0.0062104,0.0054884,0.0044309,0.0029496,0.0023296,0.0021038,0.0018914,0.0015101,0.0013383,0.0011524,0.00086316,0.00055157,0.00032161,0.00025797,0.00023506,0.00021035,0.00018649,0.00016888,0.00012454,0.00011419,0.00010067,0.00009096,0.000074905,0.000055975,0.000034954,0.000023682,0.000017725,0.000015761,0.00001511,0.000015198,0.000014797,0.000015998,0.000016432
0.011266,0.01198,0.01183,0.011327,0.01041,0.0091611,0.008847,0.0084577,0.0076306,0.0067739,0.0054454,0.003576,0.0028106,0.0025455,0.0022794,0.0018223,0.0016132,0.0013885,0.0010393,0.0006636,0.0003869,0.00031081,0.00028405,0.0002551,0.00022711,0.00020481,0.00015358,0.00014089,0.00012536,0.00011185,0.000091335,0.000067993,0.000042763,0.00002886,0.000021521,0.00001931,0.000018448,0.00001849,0.0000182,0.000019612,0.000020084
